Site Name,Lat,Lon,Model,Experiment,Year,Avg Ann CFFDI,DPY_HI,DPY_VH,"DPY_SEV",DPY_EXT,DPY_CAT,DPY_GE_HI,DPY_GE_VH,DPY_GE_SEV,DPY_GE_EXT
Mt-Gambier,-37.75,140.77,MIROC5,rcp45,2090,2301.88,34.83,12.73,2.63,0.27,0.13,50.59,15.76,3.03,0.4
Mt-Gambier,-37.75,140.77,MIROC5,rcp85,2030,2157.75,30.13,11.93,1.8,0.23,0.1,44.19,14.06,2.13,0.33
Mt-Gambier,-37.75,140.77,MIROC5,rcp85,2050,2170.09,31.13,11.9,1.97,0.3,0.1,45.4,14.27,2.37,0.4
Mt-Gambier,-37.75,140.77,MIROC5,rcp85,2070,2223.3,31.57,12.6,2.3,0.3,0.13,46.9,15.33,2.73,0.43
Mt-Gambier,-37.75,140.77,MIROC5,rcp85,2090,2161.63,29.97,12.5,2.43,0.3,0.13,45.33,15.36,2.86,0.43
Mt-Gambier,-37.75,140.77,OBS,historical,1995,2026.79,27.23,10.73,1.6,0.27,0.07,39.9,12.67,1.94,0.34
Mt-Isa,-20.68,139.49,CESM1-CAM5,rcp45,2030,7935.04,139.13,125.27,12.5,0.43,0,277.33,138.2,12.93,0.43
Mt-Isa,-20.68,139.49,CESM1-CAM5,rcp45,2050,8235.01,132.7,130.47,16.57,0.53,0.03,280.3,147.6,17.13,0.56
Mt-Isa,-20.68,139.49,CESM1-CAM5,rcp45,2070,8194.29,131.13,131.77,15.33,0.5,0.03,278.76,147.63,15.86,0.53
Mt-Isa,-20.68,139.49,CESM1-CAM5,rcp45,2090,8295.57,129.7,132.8,16.87,0.6,0.03,280,150.3,17.5,0.63
Mt-Isa,-20.68,139.49,CESM1-CAM5,rcp85,2030,8035.84,130.6,129.27,14.03,0.47,0,274.37,143.77,14.5,0.47
Mt-Isa,-20.68,139.49,CESM1-CAM5,rcp85,2050,8621.95,126.2,138.03,19.67,1.13,0.03,285.06,158.86,20.83,1.16
Mt-Isa,-20.68,139.49,CESM1-CAM5,rcp85,2070,8926.49,118.13,145,22.9,1.2,0.07,287.3,169.17,24.17,1.27
Mt-Isa,-20.68,139.49,CESM1-CAM5,rcp85,2090,9055.81,115.6,144.1,25.47,1.6,0.1,286.87,171.27,27.17,1.7
Mt-Isa,-20.68,139.49,GFDL-ESM2M,rcp45,2030,8917.57,124.33,150.77,18.9,0.7,0.03,294.73,170.4,19.63,0.73
Mt-Isa,-20.68,139.49,GFDL-ESM2M,rcp45,2050,8690.33,129.5,142.6,18.6,0.6,0.03,291.33,161.83,19.23,0.63
Mt-Isa,-20.68,139.49,GFDL-ESM2M,rcp45,2070,9821.79,110.03,172.17,25.73,1.17,0.03,309.13,199.1,26.93,1.2
Mt-Isa,-20.68,139.49,GFDL-ESM2M,rcp45,2090,8730.97,119.53,154.13,16.33,0.47,0,290.46,170.93,16.8,0.47
Mt-Isa,-20.68,139.49,GFDL-ESM2M,rcp85,2030,8993.93,122,154.07,19.03,0.83,0.03,295.96,173.96,19.89,0.86
Mt-Isa,-20.68,139.49,GFDL-ESM2M,rcp85,2050,9703.74,113.1,163.23,27.03,1.8,0.03,305.19,192.09,28.86,1.83
Mt-Isa,-20.68,139.49,GFDL-ESM2M,rcp85,2070,9391.27,108.8,164.57,23.43,1,0.03,297.83,189.03,24.46,1.03
Mt-Isa,-20.68,139.49,GFDL-ESM2M,rcp85,2090,10270.63,98.17,177.5,31.57,1.83,0.1,309.17,211,33.5,1.93
Mt-Isa,-20.68,139.49,MIROC5,rcp45,2030,8211.17,133.33,128.43,16.7,0.67,0.03,279.16,145.83,17.4,0.7
Mt-Isa,-20.68,139.49,MIROC5,rcp45,2050,8150.69,134,126.1,16.67,0.73,0.03,277.53,143.53,17.43,0.76
Mt-Isa,-20.68,139.49,MIROC5,rcp45,2070,8440.33,129.73,135.9,18.07,0.63,0.03,284.36,154.63,18.73,0.66
Mt-Isa,-20.68,139.49,MIROC5,rcp45,2090,8974.53,120.97,147.27,22.07,1,0.03,291.34,170.37,23.1,1.03
Mt-Isa,-20.68,139.49,MIROC5,rcp85,2030,8633.13,128.07,137.9,20.17,0.9,0.03,287.07,159,21.1,0.93
Mt-Isa,-20.68,139.49,MIROC5,rcp85,2050,8743.09,125.93,138.33,21.53,1.17,0.03,286.99,161.06,22.73,1.2
Mt-Isa,-20.68,139.49,MIROC5,rcp85,2070,8896.15,123,142.67,22.3,1.37,0.03,289.37,166.37,23.7,1.4
Mt-Isa,-20.68,139.49,MIROC5,rcp85,2090,8833.62,120.63,142.33,22.2,1.23,0.03,286.42,165.79,23.46,1.26
Mt-Isa,-20.68,139.49,OBS,historical,1995,8118.1,139.63,124.8,12.87,0.43,0,277.73,138.1,13.3,0.43
Nowra,-34.95,150.54,CESM1-CAM5,rcp45,2030,1820.63,21.4,7.2,0.9,0.07,0.07,29.64,8.24,1.04,0.14
Nowra,-34.95,150.54,CESM1-CAM5,rcp45,2050,1954.89,24.73,8.07,1.03,0.1,0.07,34,9.27,1.2,0.17
Nowra,-34.95,150.54,CESM1-CAM5,rcp45,2070,1976.25,25.37,8.2,1.2,0.13,0.07,34.97,9.6,1.4,0.2
Nowra,-34.95,150.54,CESM1-CAM5,rcp45,2090,2090.36,27.43,8.93,1.37,0.17,0.07,37.97,10.54,1.61,0.24
Nowra,-34.95,150.54,CESM1-CAM5,rcp85,2030,1968.77,24.67,8.17,1.23,0.1,0.07,34.24,9.57,1.4,0.17
Nowra,-34.95,150.54,CESM1-CAM5,rcp85,2050,2051.88,26.37,8.57,1.53,0.17,0.07,36.71,10.34,1.77,0.24
Nowra,-34.95,150.54,CESM1-CAM5,rcp85,2070,2248.19,31.27,9.4,1.9,0.33,0.1,43,11.73,2.33,0.43
Nowra,-34.95,150.54,CESM1-CAM5,rcp85,2090,2555.24,39.1,11.37,2.63,0.5,0.17,53.77,14.67,3.3,0.67
Nowra,-34.95,150.54,GFDL-ESM2M,rcp45,2030,2026,26.27,8.63,1,0.1,0.07,36.07,9.8,1.17,0.17
Nowra,-34.95,150.54,GFDL-ESM2M,rcp45,2050,1900.67,23.97,7.57,1.1,0.1,0.07,32.81,8.84,1.27,0.17
Nowra,-34.95,150.54,GFDL-ESM2M,rcp45,2070,2163.45,28.93,9.37,1.27,0.13,0.07,39.77,10.84,1.47,0.2
Nowra,-34.95,150.54,GFDL-ESM2M,rcp45,2090,2044.71,26.23,8.87,1.13,0.1,0.07,36.4,10.17,1.3,0.17
Nowra,-34.95,150.54,GFDL-ESM2M,rcp85,2030,1954.23,24.67,8.3,1.1,0.1,0.07,34.24,9.57,1.27,0.17
Nowra,-34.95,150.54,GFDL-ESM2M,rcp85,2050,2101.35,27.83,8.83,1.5,0.13,0.1,38.39,10.56,1.73,0.23
Nowra,-34.95,150.54,GFDL-ESM2M,rcp85,2070,2265.89,31.53,9.8,1.87,0.27,0.1,43.57,12.04,2.24,0.37
Nowra,-34.95,150.54,GFDL-ESM2M,rcp85,2090,2568.16,37.67,12.37,2.47,0.47,0.13,53.11,15.44,3.07,0.6
Nowra,-34.95,150.54,MIROC5,rcp45,2030,1849.4,22.37,7.9,0.8,0.07,0.07,31.21,8.84,0.94,0.14
Nowra,-34.95,150.54,MIROC5,rcp45,2050,1923.88,23.83,8.27,1,0.07,0.07,33.24,9.41,1.14,0.14
Nowra,-34.95,150.54,MIROC5,rcp45,2070,1891.86,23.33,8.13,0.87,0.1,0.07,32.5,9.17,1.04,0.17
Nowra,-34.95,150.54,MIROC5,rcp45,2090,1984.3,24.97,8.57,1.07,0.1,0.07,34.78,9.81,1.24,0.17
Nowra,-34.95,150.54,MIROC5,rcp85,2030,1935.02,23.67,8.2,0.97,0.1,0.07,33.01,9.34,1.14,0.17
Nowra,-34.95,150.54,MIROC5,rcp85,2050,1993.43,26.07,8.47,1.07,0.1,0.07,35.78,9.71,1.24,0.17
Nowra,-34.95,150.54,MIROC5,rcp85,2070,2082.67,27.47,8.83,1.33,0.1,0.07,37.8,10.33,1.5,0.17
Nowra,-34.95,150.54,MIROC5,rcp85,2090,2015.55,27.03,8.57,1.37,0.13,0.07,37.17,10.14,1.57,0.2
Nowra,-34.95,150.54,OBS,historical,1995,1905.61,22.53,7.93,0.9,0.07,0.07,31.5,8.97,1.04,0.14
Perth-AP,-31.93,115.98,CESM1-CAM5,rcp45,2030,3667.32,77.67,33.83,2.63,0.1,0,114.23,36.56,2.73,0.1
Perth-AP,-31.93,115.98,CESM1-CAM5,rcp45,2050,3908.88,79.97,38.53,3.33,0.17,0,122,42.03,3.5,0.17
Perth-AP,-31.93,115.98,CESM1-CAM5,rcp45,2070,4167.7,84.23,42.47,4.4,0.2,0,131.3,47.07,4.6,0.2
Perth-AP,-31.93,115.98,CESM1-CAM5,rcp45,2090,4188.76,85.43,42.77,4.33,0.27,0,132.8,47.37,4.6,0.27
Perth-AP,-31.93,115.98,CESM1-CAM5,rcp85,2030,3836.77,79.43,37.9,3.03,0.1,0,120.46,41.03,3.13,0.1
Perth-AP,-31.93,115.98,CESM1-CAM5,rcp85,2050,4464.17,90.43,46.37,5.27,0.3,0,142.37,51.94,5.57,0.3
Perth-AP,-31.93,115.98,CESM1-CAM5,rcp85,2070,4464.17,90.43,46.37,5.27,0.3,0,142.37,51.94,5.57,0.3
Perth-AP,-31.93,115.98,CESM1-CAM5,rcp85,2090,4664.59,92.5,47.53,6.77,0.5,0,147.3,54.8,7.27,0.5
Perth-AP,-31.93,115.98,GFDL-ESM2M,rcp45,2030,4458.47,95.3,45.73,3.8,0.13,0,144.96,49.66,3.93,0.13
Perth-AP,-31.93,115.98,GFDL-ESM2M,rcp45,2050,4094.5,91.17,37.07,3,0.1,0,131.34,40.17,3.1,0.1
Perth-AP,-31.93,115.98,GFDL-ESM2M,rcp45,2070,4458.67,95.3,43.97,4.4,0.2,0,143.87,48.57,4.6,0.2
Perth-AP,-31.93,115.98,GFDL-ESM2M,rcp45,2090,4107.98,90.43,36.93,2.9,0.1,0,130.36,39.93,3,0.1
Perth-AP,-31.93,115.98,GFDL-ESM2M,rcp85,2030,4013.63,86.83,37.67,2.87,0.1,0,127.47,40.64,2.97,0.1
Perth-AP,-31.93,115.98,GFDL-ESM2M,rcp85,2050,4550.59,96.2,45.53,4.43,0.23,0,146.39,50.19,4.66,0.23
Perth-AP,-31.93,115.98,GFDL-ESM2M,rcp85,2070,4550.59,96.2,45.53,4.43,0.23,0,146.39,50.19,4.66,0.23
Perth-AP,-31.93,115.98,GFDL-ESM2M,rcp85,2090,5214.41,112.3,53.6,6.27,0.43,0,172.6,60.3,6.7,0.43
Perth-AP,-31.93,115.98,MIROC5,rcp45,2030,3782.76,78.4,36.43,2.93,0.1,0,117.86,39.46,3.03,0.1
Perth-AP,-31.93,115.98,MIROC5,rcp45,2050,3838.84,79.2,37.7,3.17,0.13,0,120.2,41,3.3,0.13
Perth-AP,-31.93,115.98,MIROC5,rcp45,2070,3856.8,78.63,38.07,3.33,0.13,0,120.16,41.53,3.46,0.13
Perth-AP,-31.93,115.98,MIROC5,rcp45,2090,3878.7,79.1,38.4,3.43,0.13,0,121.06,41.96,3.56,0.13
Perth-AP,-31.93,115.98,MIROC5,rcp85,2030,3776.17,79.53,36.1,2.87,0.1,0,118.6,39.07,2.97,0.1
Perth-AP,-31.93,115.98,MIROC5,rcp85,2050,3913.2,80.3,38.2,3.27,0.13,0,121.9,41.6,3.4,0.13
Perth-AP,-31.93,115.98,MIROC5,rcp85,2070,3913.2,80.3,38.2,3.27,0.13,0,121.9,41.6,3.4,0.13
Perth-AP,-31.93,115.98,MIROC5,rcp85,2090,4246.01,85.6,43.37,4.73,0.3,0,134,48.4,5.03,0.3
Perth-AP,-31.93,115.98,OBS,historical,1995,3647.17,77.87,33.13,2.5,0.07,0,113.57,35.7,2.57,0.07
Port-Hedland,-20.37,118.63,CESM1-CAM5,rcp45,2030,6973.51,140.5,89.6,10.87,1.17,0.07,242.21,101.71,12.11,1.24
Port-Hedland,-20.37,118.63,CESM1-CAM5,rcp45,2050,7467.14,143.43,99,14.3,1.63,0.13,258.49,115.06,16.06,1.76
Port-Hedland,-20.37,118.63,CESM1-CAM5,rcp45,2070,7420.42,142.33,98.07,13.6,1.6,0.1,255.7,113.37,15.3,1.7
Port-Hedland,-20.37,118.63,CESM1-CAM5,rcp45,2090,7615.19,140.43,101.57,15.47,1.73,0.13,259.33,118.9,17.33,1.86
Port-Hedland,-20.37,118.63,CESM1-CAM5,rcp85,2030,7160.95,139.33,93.7,12.73,1.23,0.07,247.06,107.73,14.03,1.3
Port-Hedland,-20.37,118.63,CESM1-CAM5,rcp85,2050,8170.95,143,112.6,17.73,2.2,0.17,275.7,132.7,20.1,2.37
Port-Hedland,-20.37,118.63,CESM1-CAM5,rcp85,2070,8076.97,138.03,111.27,18.37,2.17,0.17,270.01,131.98,20.71,2.34
Port-Hedland,-20.37,118.63,CESM1-CAM5,rcp85,2090,8510.48,133.93,118.2,22.33,3,0.27,277.73,143.8,25.6,3.27
Port-Hedland,-20.37,118.63,GFDL-ESM2M,rcp45,2030,9738.4,137.8,149.1,26.83,3.47,0.3,317.5,179.7,30.6,3.77
Port-Hedland,-20.37,118.63,GFDL-ESM2M,rcp45,2050,8263.68,135.7,119.8,18.7,2.1,0.17,276.47,140.77,20.97,2.27
Port-Hedland,-20.37,118.63,GFDL-ESM2M,rcp45,2070,10275.47,128,157.63,32.03,4.43,0.5,322.59,194.59,36.96,4.93
Port-Hedland,-20.37,118.63,GFDL-ESM2M,rcp45,2090,8477.5,129.9,125.77,20.23,2.17,0.07,278.14,148.24,22.47,2.24
Port-Hedland,-20.37,118.63,GFDL-ESM2M,rcp85,2030,8803.2,136.5,131.13,21.17,2,0.1,290.9,154.4,23.27,2.1
Port-Hedland,-20.37,118.63,GFDL-ESM2M,rcp85,2050,9834.44,133.53,144.8,29.8,4.27,0.53,312.93,179.4,34.6,4.8
Port-Hedland,-20.37,118.63,GFDL-ESM2M,rcp85,2070,9935.49,122.77,148.47,31.83,4.03,0.43,307.53,184.76,36.29,4.46
Port-Hedland,-20.37,118.63,GFDL-ESM2M,rcp85,2090,11489.31,107.2,165.43,46.07,7.73,1.23,327.66,220.46,55.03,8.96
Port-Hedland,-20.37,118.63,MIROC5,rcp45,2030,7119.12,137.43,92.83,12.5,1.07,0.07,243.9,106.47,13.64,1.14
Port-Hedland,-20.37,118.63,MIROC5,rcp45,2050,6970.65,135.1,88.63,12.03,1.33,0.07,237.16,102.06,13.43,1.4
Port-Hedland,-20.37,118.63,MIROC5,rcp45,2070,7103.45,135.87,92.5,12.33,1.2,0.07,241.97,106.1,13.6,1.27
Port-Hedland,-20.37,118.63,MIROC5,rcp45,2090,7456.92,137.6,99.27,14.43,1.53,0.07,252.9,115.3,16.03,1.6
Port-Hedland,-20.37,118.63,MIROC5,rcp85,2030,7119.97,140.1,91.13,12.33,1.27,0.07,244.9,104.8,13.67,1.34
Port-Hedland,-20.37,118.63,MIROC5,rcp85,2050,7380.67,137.03,97.73,13.93,1.53,0.07,250.29,113.26,15.53,1.6
Port-Hedland,-20.37,118.63,MIROC5,rcp85,2070,7100.19,133.8,92.8,12.6,1.17,0.07,240.44,106.64,13.84,1.24
Port-Hedland,-20.37,118.63,MIROC5,rcp85,2090,7149.91,130.27,94.2,13.6,1.23,0.07,239.37,109.1,14.9,1.3
Port-Hedland,-20.37,118.63,OBS,historical,1995,6998,142.63,86.63,10.67,1,0.07,241,98.37,11.74,1.07
Richmond,-33.6,150.78,CESM1-CAM5,rcp45,2030,2651.23,50.3,13.63,1.3,0.37,0,65.6,15.3,1.67,0.37
Richmond,-33.6,150.78,CESM1-CAM5,rcp45,2050,2746.03,52.27,14.87,1.47,0.4,0,69.01,16.74,1.87,0.4
Richmond,-33.6,150.78,CESM1-CAM5,rcp45,2070,2813.8,53.83,15.87,1.5,0.37,0.07,71.64,17.81,1.94,0.44
Richmond,-33.6,150.78,CESM1-CAM5,rcp45,2090,2979.99,57.37,17.73,1.57,0.47,0.07,77.21,19.84,2.11,0.54
Richmond,-33.6,150.78,CESM1-CAM5,rcp85,2030,2817.32,53.83,15.73,1.4,0.47,0.07,71.5,17.67,1.94,0.54
Richmond,-33.6,150.78,CESM1-CAM5,rcp85,2050,2915.57,56.2,16.87,1.7,0.5,0.1,75.37,19.17,2.3,0.6
Richmond,-33.6,150.78,CESM1-CAM5,rcp85,2070,3169.74,61.77,20.1,2.13,0.67,0.23,84.9,23.13,3.03,0.9
Richmond,-33.6,150.78,CESM1-CAM5,rcp85,2090,3574.69,71.13,24.53,3.47,0.9,0.37,100.4,29.27,4.74,1.27
Richmond,-33.6,150.78,GFDL-ESM2M,rcp45,2030,2877.78,55.47,16.1,1.43,0.43,0,73.43,17.96,1.86,0.43
Richmond,-33.6,150.78,GFDL-ESM2M,rcp45,2050,2844.2,54.57,16,1.5,0.37,0.07,72.51,17.94,1.94,0.44
Richmond,-33.6,150.78,GFDL-ESM2M,rcp45,2070,3210.98,63.53,19.57,2.07,0.47,0.07,85.71,22.18,2.61,0.54
Richmond,-33.6,150.78,GFDL-ESM2M,rcp45,2090,3176.87,62.43,19.1,2.03,0.53,0.07,84.16,21.73,2.63,0.6
Richmond,-33.6,150.78,GFDL-ESM2M,rcp85,2030,3009.63,58.93,17.77,1.97,0.4,0.1,79.17,20.24,2.47,0.5
Richmond,-33.6,150.78,GFDL-ESM2M,rcp85,2050,3264.12,64.33,20.73,2.37,0.63,0.17,88.23,23.9,3.17,0.8
Richmond,-33.6,150.78,GFDL-ESM2M,rcp85,2070,3366.52,65.97,22.3,2.37,0.63,0.23,91.5,25.53,3.23,0.86
Richmond,-33.6,150.78,GFDL-ESM2M,rcp85,2090,3881.02,77.03,28.07,3.97,1.03,0.37,110.47,33.44,5.37,1.4
Richmond,-33.6,150.78,MIROC5,rcp45,2030,2638.92,49.57,13.97,1.37,0.37,0,65.28,15.71,1.74,0.37
Richmond,-33.6,150.78,MIROC5,rcp45,2050,2763.31,52.43,15.3,1.43,0.33,0.03,69.52,17.09,1.79,0.36
Richmond,-33.6,150.78,MIROC5,rcp45,2070,2631.29,49.1,13.93,1.37,0.33,0,64.73,15.63,1.7,0.33
Richmond,-33.6,150.78,MIROC5,rcp45,2090,2743.67,52.13,15.17,1.37,0.37,0,69.04,16.91,1.74,0.37
Richmond,-33.6,150.78,MIROC5,rcp85,2030,2781.87,52.13,15.63,1.5,0.37,0.03,69.66,17.53,1.9,0.4
Richmond,-33.6,150.78,MIROC5,rcp85,2050,2802.3,52.6,15.87,1.53,0.37,0.03,70.4,17.8,1.93,0.4
Richmond,-33.6,150.78,MIROC5,rcp85,2070,2766.03,52.67,15.37,1.43,0.37,0,69.84,17.17,1.8,0.37
Richmond,-33.6,150.78,MIROC5,rcp85,2090,2830.4,54.03,16.8,1.6,0.37,0.03,72.83,18.8,2,0.4
Richmond,-33.6,150.78,OBS,historical,1995,2647.98,47.1,13.2,1.23,0.37,0,61.9,14.8,1.6,0.37
Rockhampton,-23.38,150.48,CESM1-CAM5,rcp45,2030,3305.31,84.33,12.67,0.67,0.03,0.03,97.73,13.4,0.73,0.06
Rockhampton,-23.38,150.48,CESM1-CAM5,rcp45,2050,3490.94,95.93,14.17,0.77,0.03,0.03,110.93,15,0.83,0.06
Rockhampton,-23.38,150.48,CESM1-CAM5,rcp45,2070,3426.82,93.1,13.83,0.83,0.03,0.03,107.82,14.72,0.89,0.06
Rockhampton,-23.38,150.48,CESM1-CAM5,rcp45,2090,3603.42,101.03,15.67,0.93,0.07,0.03,117.73,16.7,1.03,0.1
Rockhampton,-23.38,150.48,CESM1-CAM5,rcp85,2030,3459.91,95.07,14.3,0.77,0.07,0.03,110.24,15.17,0.87,0.1
Rockhampton,-23.38,150.48,CESM1-CAM5,rcp85,2050,3760.33,110.53,17.17,1.03,0.1,0.03,128.86,18.33,1.16,0.13
Rockhampton,-23.38,150.48,CESM1-CAM5,rcp85,2070,4056.08,124.3,20.4,1.47,0.17,0.07,146.41,22.11,1.71,0.24
Rockhampton,-23.38,150.48,CESM1-CAM5,rcp85,2090,4070.57,121.63,21.7,1.77,0.2,0.07,145.37,23.74,2.04,0.27
Rockhampton,-23.38,150.48,GFDL-ESM2M,rcp45,2030,4020.84,125.03,18.8,1.03,0.1,0.03,144.99,19.96,1.16,0.13
Rockhampton,-23.38,150.48,GFDL-ESM2M,rcp45,2050,3886.89,116.1,17.97,1,0.07,0.03,135.17,19.07,1.1,0.1
Rockhampton,-23.38,150.48,GFDL-ESM2M,rcp45,2070,4409.37,142.6,23.03,1.47,0.13,0.03,167.26,24.66,1.63,0.16
Rockhampton,-23.38,150.48,GFDL-ESM2M,rcp45,2090,4150.43,129.27,20.53,1.3,0.1,0.03,151.23,21.96,1.43,0.13
Rockhampton,-23.38,150.48,GFDL-ESM2M,rcp85,2030,4142.56,129.33,20.43,1.37,0.03,0.07,151.23,21.9,1.47,0.1
Rockhampton,-23.38,150.48,GFDL-ESM2M,rcp85,2050,4415.77,140.33,24.07,1.7,0.13,0.07,166.3,25.97,1.9,0.2
Rockhampton,-23.38,150.48,GFDL-ESM2M,rcp85,2070,4621.57,148.47,26.57,2.07,0.2,0.1,177.41,28.94,2.37,0.3
Rockhampton,-23.38,150.48,GFDL-ESM2M,rcp85,2090,4991.84,165.13,32,2.4,0.2,0.1,199.83,34.7,2.7,0.3
Rockhampton,-23.38,150.48,MIROC5,rcp45,2030,3400.74,89.7,13.47,0.8,0.13,0,104.1,14.4,0.93,0.13
Rockhampton,-23.38,150.48,MIROC5,rcp45,2050,3522.4,95.43,15,0.77,0.13,0,111.33,15.9,0.9,0.13
Rockhampton,-23.38,150.48,MIROC5,rcp45,2070,3489.14,93.47,14.13,0.8,0.1,0.03,108.53,15.06,0.93,0.13
Rockhampton,-23.38,150.48,MIROC5,rcp45,2090,3622.27,103.03,15.4,0.8,0.07,0.03,119.33,16.3,0.9,0.1
Rockhampton,-23.38,150.48,MIROC5,rcp85,2030,3712.89,107.8,15.93,0.93,0.1,0.03,124.79,16.99,1.06,0.13
Rockhampton,-23.38,150.48,MIROC5,rcp85,2050,3807.09,110.3,17.23,1.2,0.1,0.07,128.9,18.6,1.37,0.17
Rockhampton,-23.38,150.48,MIROC5,rcp85,2070,3808.55,111.1,17.3,1.17,0.1,0.03,129.7,18.6,1.3,0.13
Rockhampton,-23.38,150.48,MIROC5,rcp85,2090,3647.98,101.93,16.7,1,0.1,0.03,119.76,17.83,1.13,0.13
Rockhampton,-23.38,150.48,OBS,historical,1995,3355.13,84.13,12.23,0.6,0.07,0,97.03,12.9,0.67,0.07
Sale,-38.12,147.13,CESM1-CAM5,rcp45,2030,1878.52,25.23,5.7,0.5,0.1,0.07,31.6,6.37,0.67,0.17
Sale,-38.12,147.13,CESM1-CAM5,rcp45,2050,2036.12,28.9,6.8,0.7,0.1,0.07,36.57,7.67,0.87,0.17
Sale,-38.12,147.13,CESM1-CAM5,rcp45,2070,2053.6,29.97,7.03,0.83,0.1,0.07,38,8.03,1,0.17
Sale,-38.12,147.13,CESM1-CAM5,rcp45,2090,2174.88,32.43,8.03,0.93,0.07,0.1,41.56,9.13,1.1,0.17
Sale,-38.12,147.13,CESM1-CAM5,rcp85,2030,2053.92,29.77,7,0.8,0.1,0.07,37.74,7.97,0.97,0.17
Sale,-38.12,147.13,CESM1-CAM5,rcp85,2050,2134.96,31.73,7.67,0.97,0.03,0.13,40.53,8.8,1.13,0.16
Sale,-38.12,147.13,CESM1-CAM5,rcp85,2070,2358.65,38,9.43,1.47,0.07,0.17,49.14,11.14,1.71,0.24
Sale,-38.12,147.13,CESM1-CAM5,rcp85,2090,2712.34,48.07,11.7,1.93,0.33,0.17,62.2,14.13,2.43,0.5
